audio_name,applied_effects,random_effects,similarity_indv,similarity_indv_effects_only
22.mp3,"{5: {'wet_level': 0.46}, 0: {'rate_hz': 16.18}, 2: {'drive_db': 19.99}, 3: {'gain_db': 6.4}}","{3: {'gain_db': 6.84}, 0: {'rate_hz': 2.64}, 2: {'drive_db': 5.92}, 5: {'wet_level': 0.36}}",0.4889189915038899,1.0
23.mp3,"{2: {'drive_db': 9.91}, 3: {'gain_db': 9.39}, 5: {'wet_level': 0.27}, 1: {'delay_seconds': 1.38}, 4: {'depth': 0.24}, 0: {'rate_hz': 11.23}}",{3: {'gain_db': 2.77}},0.10976448341069278,0.16666666666666666
24.mp3,"{5: {'wet_level': 0.52}, 1: {'delay_seconds': 2.19}}","{2: {'drive_db': 16.31}, 3: {'gain_db': -0.4}, 4: {'depth': 0.45}}",0.0,0.0
25.mp3,"{0: {'rate_hz': 15.56}, 2: {'drive_db': 15.4}, 4: {'depth': 0.57}, 1: {'delay_seconds': 1.18}}","{3: {'gain_db': -1.97}, 2: {'drive_db': 15.09}, 4: {'depth': 0.37}, 5: {'wet_level': 0.22}, 0: {'rate_hz': 18.45}, 1: {'delay_seconds': 3.07}}",0.4574463787978186,0.6666666666666666
26.mp3,{0: {'rate_hz': 17.53}},"{3: {'gain_db': 8.27}, 0: {'rate_hz': 6.48}, 5: {'wet_level': 0.51}, 1: {'delay_seconds': 2.69}, 2: {'drive_db': 6.6}}",0.0663036902601331,0.2
27.mp3,"{1: {'delay_seconds': 4.38}, 3: {'gain_db': -0.56}}","{5: {'wet_level': 0.59}, 4: {'depth': 0.44}}",0.0,0.0
28.mp3,{0: {'rate_hz': 17.77}},"{3: {'gain_db': -0.61}, 1: {'delay_seconds': 1.97}, 2: {'drive_db': 5.29}, 0: {'rate_hz': 19.19}, 4: {'depth': 0.35}}",0.1830649970184854,0.2
29.mp3,"{3: {'gain_db': -4.35}, 1: {'delay_seconds': 2.42}, 0: {'rate_hz': 1.7}}","{3: {'gain_db': -8.65}, 4: {'depth': 0.42}, 0: {'rate_hz': 10.91}, 1: {'delay_seconds': 1.32}, 5: {'wet_level': 0.52}, 2: {'drive_db': 13.77}}",0.29511885906397867,0.5
30.mp3,"{0: {'rate_hz': 18.06}, 1: {'delay_seconds': 1.28}, 2: {'drive_db': 8.53}, 5: {'wet_level': 0.5}, 3: {'gain_db': -0.12}}","{4: {'depth': 0.58}, 5: {'wet_level': 0.34}, 3: {'gain_db': 7.85}, 2: {'drive_db': 19.72}, 1: {'delay_seconds': 1.41}}",0.3337165062550757,0.8
31.mp3,"{1: {'delay_seconds': 2.35}, 3: {'gain_db': 3.16}, 2: {'drive_db': 13.6}}",{1: {'delay_seconds': 2.61}},0.30062893081761005,0.3333333333333333
32.mp3,"{2: {'drive_db': 10.83}, 5: {'wet_level': 0.28}, 1: {'delay_seconds': 3.39}, 0: {'rate_hz': 1.7}, 3: {'gain_db': -0.0}, 4: {'depth': 0.21}}","{4: {'depth': 0.38}, 3: {'gain_db': 3.19}, 5: {'wet_level': 0.31}, 1: {'delay_seconds': 4.59}, 2: {'drive_db': 18.33}}",0.4810483359032168,0.8333333333333333
33.mp3,"{3: {'gain_db': 0.6}, 2: {'drive_db': 4.31}}","{1: {'delay_seconds': 3.05}, 2: {'drive_db': 5.43}, 4: {'depth': 0.48}, 3: {'gain_db': 5.76}}",0.36045612516084036,0.5
34.mp3,"{5: {'wet_level': 0.31}, 1: {'delay_seconds': 1.5}, 0: {'rate_hz': 16.45}, 2: {'drive_db': 10.19}, 3: {'gain_db': 8.88}}","{3: {'gain_db': -2.79}, 1: {'delay_seconds': 2.43}}",0.22323426150121067,0.4
35.mp3,"{2: {'drive_db': 14.83}, 1: {'delay_seconds': 3.52}, 3: {'gain_db': 8.73}, 5: {'wet_level': 0.48}}",{3: {'gain_db': 4.07}},0.1878003203416978,0.25
36.mp3,{1: {'delay_seconds': 4.8}},{1: {'delay_seconds': 4.47}},0.9131578947368421,1.0
37.mp3,"{5: {'wet_level': 0.27}, 2: {'drive_db': 2.15}}","{1: {'delay_seconds': 1.75}, 5: {'wet_level': 0.6}, 3: {'gain_db': -4.7}, 2: {'drive_db': 9.62}, 4: {'depth': 0.58}}",0.1163025210084034,0.4
38.mp3,"{5: {'wet_level': 0.42}, 1: {'delay_seconds': 1.42}, 0: {'rate_hz': 17.63}, 4: {'depth': 0.42}}","{0: {'rate_hz': 17.28}, 5: {'wet_level': 0.29}}",0.347011151806702,0.5
39.mp3,"{4: {'depth': 0.22}, 1: {'delay_seconds': 2.55}, 5: {'wet_level': 0.52}, 2: {'drive_db': 10.14}, 3: {'gain_db': -5.8}}","{1: {'delay_seconds': 1.58}, 2: {'drive_db': 2.31}, 0: {'rate_hz': 12.36}, 5: {'wet_level': 0.25}, 4: {'depth': 0.26}}",0.3721901655399002,0.8
40.mp3,"{1: {'delay_seconds': 1.49}, 4: {'depth': 0.34}, 2: {'drive_db': 9.59}}","{4: {'depth': 0.45}, 5: {'wet_level': 0.26}, 2: {'drive_db': 18.74}, 3: {'gain_db': -6.35}, 0: {'rate_hz': 14.94}, 1: {'delay_seconds': 2.86}}",0.21794119176443866,0.5
41.mp3,{2: {'drive_db': 2.05}},"{3: {'gain_db': 3.81}, 1: {'delay_seconds': 2.17}, 5: {'wet_level': 0.29}}",0.0,0.0
42.mp3,{0: {'rate_hz': 7.81}},"{3: {'gain_db': 8.0}, 0: {'rate_hz': 10.46}, 4: {'depth': 0.32}, 5: {'wet_level': 0.4}, 2: {'drive_db': 2.16}, 1: {'delay_seconds': 4.23}}",0.13043478260869562,0.16666666666666666
43.mp3,"{1: {'delay_seconds': 4.58}, 3: {'gain_db': -1.35}, 4: {'depth': 0.54}, 2: {'drive_db': 5.53}, 0: {'rate_hz': 10.36}, 5: {'wet_level': 0.35}}","{1: {'delay_seconds': 4.88}, 3: {'gain_db': 2.05}, 2: {'drive_db': 8.13}, 5: {'wet_level': 0.55}}",0.4394932575090644,0.6666666666666666
44.mp3,"{5: {'wet_level': 0.52}, 1: {'delay_seconds': 3.83}, 4: {'depth': 0.34}, 2: {'drive_db': 2.89}, 3: {'gain_db': -7.79}}","{4: {'depth': 0.54}, 0: {'rate_hz': 5.24}, 2: {'drive_db': 10.84}, 3: {'gain_db': 6.37}}",0.19403517744635576,0.6000000000000001
45.mp3,{4: {'depth': 0.23}},"{4: {'depth': 0.43}, 3: {'gain_db': -8.05}, 2: {'drive_db': 8.22}, 5: {'wet_level': 0.41}, 1: {'delay_seconds': 2.21}}",0.09189189189189191,0.2
46.mp3,"{1: {'delay_seconds': 1.82}, 3: {'gain_db': 2.1}, 4: {'depth': 0.58}}","{3: {'gain_db': 1.69}, 4: {'depth': 0.39}, 1: {'delay_seconds': 1.4}, 5: {'wet_level': 0.42}}",0.5835100576953064,0.75
47.mp3,{4: {'depth': 0.39}},{5: {'wet_level': 0.54}},0.0,0.0
48.mp3,"{5: {'wet_level': 0.45}, 0: {'rate_hz': 7.33}, 2: {'drive_db': 6.43}, 3: {'gain_db': 6.64}, 4: {'depth': 0.47}}","{5: {'wet_level': 0.3}, 1: {'delay_seconds': 4.95}}",0.07999999999999999,0.2
49.mp3,"{0: {'rate_hz': 1.55}, 3: {'gain_db': -0.79}, 1: {'delay_seconds': 4.75}, 2: {'drive_db': 14.77}, 5: {'wet_level': 0.34}}","{5: {'wet_level': 0.23}, 2: {'drive_db': 10.2}}",0.24900843528294508,0.4
50.mp3,"{1: {'delay_seconds': 3.92}, 2: {'drive_db': 14.44}, 3: {'gain_db': 9.2}}",{4: {'depth': 0.35}},0.0,0.0
51.mp3,"{0: {'rate_hz': 17.58}, 4: {'depth': 0.53}, 1: {'delay_seconds': 2.41}, 3: {'gain_db': -0.36}, 5: {'wet_level': 0.26}}","{3: {'gain_db': 1.74}, 1: {'delay_seconds': 1.79}, 0: {'rate_hz': 3.0}, 5: {'wet_level': 0.53}, 4: {'depth': 0.22}}",0.3890061466446905,1.0
52.mp3,"{5: {'wet_level': 0.45}, 1: {'delay_seconds': 1.17}, 3: {'gain_db': 7.23}}","{5: {'wet_level': 0.21}, 2: {'drive_db': 8.01}, 4: {'depth': 0.52}, 3: {'gain_db': -4.13}, 1: {'delay_seconds': 3.62}, 0: {'rate_hz': 16.35}}",0.12349969465486905,0.5
53.mp3,"{1: {'delay_seconds': 4.49}, 4: {'depth': 0.48}}","{5: {'wet_level': 0.38}, 4: {'depth': 0.24}, 0: {'rate_hz': 17.42}, 3: {'gain_db': 8.88}, 2: {'drive_db': 1.72}, 1: {'delay_seconds': 3.78}}",0.15656979124027834,0.3333333333333333
54.mp3,"{2: {'drive_db': 6.28}, 3: {'gain_db': -2.79}, 5: {'wet_level': 0.36}, 0: {'rate_hz': 13.82}}","{5: {'wet_level': 0.22}, 1: {'delay_seconds': 3.59}, 4: {'depth': 0.28}, 2: {'drive_db': 1.64}}",0.26961856171039844,0.5
55.mp3,"{3: {'gain_db': -5.99}, 4: {'depth': 0.42}, 1: {'delay_seconds': 1.62}, 0: {'rate_hz': 17.74}, 2: {'drive_db': 15.22}}","{2: {'drive_db': 6.79}, 0: {'rate_hz': 3.48}, 5: {'wet_level': 0.52}}",0.11106422878574779,0.4
56.mp3,"{0: {'rate_hz': 10.43}, 2: {'drive_db': 4.03}, 5: {'wet_level': 0.32}, 3: {'gain_db': 6.1}, 1: {'delay_seconds': 1.15}, 4: {'depth': 0.3}}","{2: {'drive_db': 14.78}, 1: {'delay_seconds': 2.2}, 0: {'rate_hz': 19.71}, 3: {'gain_db': -2.53}, 4: {'depth': 0.27}}",0.40806896345542176,0.8333333333333333
57.mp3,"{0: {'rate_hz': 16.66}, 3: {'gain_db': 8.85}, 1: {'delay_seconds': 4.78}, 4: {'depth': 0.48}}","{4: {'depth': 0.52}, 2: {'drive_db': 17.52}, 3: {'gain_db': -8.99}, 0: {'rate_hz': 12.81}, 5: {'wet_level': 0.58}, 1: {'delay_seconds': 3.66}}",0.39476302752164816,0.6666666666666666
58.mp3,"{4: {'depth': 0.28}, 5: {'wet_level': 0.51}, 2: {'drive_db': 18.35}}","{0: {'rate_hz': 16.98}, 2: {'drive_db': 10.65}, 4: {'depth': 0.53}, 5: {'wet_level': 0.3}, 1: {'delay_seconds': 2.42}, 3: {'gain_db': 0.77}}",0.1829211017631929,0.5
59.mp3,"{4: {'depth': 0.26}, 5: {'wet_level': 0.33}, 0: {'rate_hz': 17.9}, 3: {'gain_db': -9.3}, 1: {'delay_seconds': 3.58}, 2: {'drive_db': 14.32}}","{5: {'wet_level': 0.59}, 4: {'depth': 0.42}, 2: {'drive_db': 5.58}}",0.15171544093112718,0.5
60.mp3,"{4: {'depth': 0.57}, 3: {'gain_db': -2.92}, 2: {'drive_db': 17.84}, 1: {'delay_seconds': 3.42}}","{3: {'gain_db': -6.55}, 0: {'rate_hz': 9.5}, 2: {'drive_db': 4.09}}",0.22563298353470657,0.5
61.mp3,"{3: {'gain_db': 1.11}, 0: {'rate_hz': 9.79}, 2: {'drive_db': 7.93}, 5: {'wet_level': 0.34}}","{2: {'drive_db': 3.51}, 3: {'gain_db': -3.85}}",0.2968395431092405,0.5
62.mp3,"{1: {'delay_seconds': 4.69}, 4: {'depth': 0.37}, 3: {'gain_db': 6.35}, 2: {'drive_db': 9.93}, 0: {'rate_hz': 11.67}, 5: {'wet_level': 0.39}}","{4: {'depth': 0.38}, 1: {'delay_seconds': 2.6}, 5: {'wet_level': 0.44}, 0: {'rate_hz': 2.79}}",0.3866318186758545,0.6666666666666666
63.mp3,"{3: {'gain_db': -8.82}, 0: {'rate_hz': 15.56}, 1: {'delay_seconds': 4.18}, 5: {'wet_level': 0.3}}",{1: {'delay_seconds': 3.58}},0.2028301886792453,0.25
64.mp3,{5: {'wet_level': 0.59}},"{0: {'rate_hz': 19.6}, 3: {'gain_db': 0.28}, 1: {'delay_seconds': 2.81}, 2: {'drive_db': 7.71}, 5: {'wet_level': 0.46}, 4: {'depth': 0.3}}",0.11111111111111112,0.16666666666666666
65.mp3,"{0: {'rate_hz': 10.38}, 5: {'wet_level': 0.49}, 3: {'gain_db': -6.95}, 2: {'drive_db': 6.66}, 1: {'delay_seconds': 2.72}}","{5: {'wet_level': 0.58}, 2: {'drive_db': 17.91}, 0: {'rate_hz': 5.79}, 3: {'gain_db': -3.74}, 1: {'delay_seconds': 2.01}}",0.5736823639410702,1.0
66.mp3,"{5: {'wet_level': 0.32}, 3: {'gain_db': 2.2}, 0: {'rate_hz': 15.79}, 4: {'depth': 0.51}}","{0: {'rate_hz': 13.46}, 3: {'gain_db': 9.88}, 5: {'wet_level': 0.2}}",0.4460953742718116,0.75
67.mp3,"{3: {'gain_db': -4.04}, 2: {'drive_db': 1.05}, 4: {'depth': 0.24}, 5: {'wet_level': 0.36}, 1: {'delay_seconds': 3.2}, 0: {'rate_hz': 2.98}}","{1: {'delay_seconds': 1.18}, 2: {'drive_db': 18.97}}",0.022695290637243126,0.3333333333333333
68.mp3,{2: {'drive_db': 19.3}},"{3: {'gain_db': -1.85}, 4: {'depth': 0.39}}",0.0,0.0
69.mp3,{0: {'rate_hz': 14.0}},"{3: {'gain_db': -2.69}, 2: {'drive_db': 15.67}, 1: {'delay_seconds': 2.75}}",0.0,0.0
70.mp3,"{1: {'delay_seconds': 2.83}, 3: {'gain_db': -9.44}, 2: {'drive_db': 14.68}, 0: {'rate_hz': 18.74}}",{1: {'delay_seconds': 2.22}},0.17972350230414746,0.25
71.mp3,"{1: {'delay_seconds': 4.19}, 0: {'rate_hz': 1.21}, 5: {'wet_level': 0.25}}","{5: {'wet_level': 0.52}, 1: {'delay_seconds': 1.03}}",0.07932527242872067,0.6666666666666666
72.mp3,"{1: {'delay_seconds': 1.23}, 5: {'wet_level': 0.58}, 3: {'gain_db': 8.82}, 0: {'rate_hz': 12.39}}","{5: {'wet_level': 0.31}, 0: {'rate_hz': 17.04}, 1: {'delay_seconds': 4.75}, 4: {'depth': 0.48}, 3: {'gain_db': 5.14}}",0.3503994330107026,0.8
73.mp3,"{5: {'wet_level': 0.44}, 4: {'depth': 0.45}, 3: {'gain_db': -3.65}, 1: {'delay_seconds': 2.04}, 0: {'rate_hz': 15.51}, 2: {'drive_db': 12.39}}","{3: {'gain_db': 0.0}, 4: {'depth': 0.38}, 0: {'rate_hz': 15.89}, 1: {'delay_seconds': 1.19}}",0.5232082891920935,0.6666666666666666
74.mp3,"{4: {'depth': 0.46}, 3: {'gain_db': -5.36}, 1: {'delay_seconds': 3.44}}",{4: {'depth': 0.4}},0.2564102564102564,0.3333333333333333
75.mp3,"{3: {'gain_db': 5.62}, 1: {'delay_seconds': 1.63}, 5: {'wet_level': 0.58}, 2: {'drive_db': 17.34}}","{2: {'drive_db': 18.48}, 5: {'wet_level': 0.46}, 3: {'gain_db': 4.34}, 4: {'depth': 0.46}, 0: {'rate_hz': 9.79}, 1: {'delay_seconds': 1.68}}",0.586276677735301,0.6666666666666666
76.mp3,"{4: {'depth': 0.53}, 0: {'rate_hz': 12.18}, 1: {'delay_seconds': 1.47}, 3: {'gain_db': 2.31}}","{2: {'drive_db': 11.42}, 3: {'gain_db': -0.55}, 1: {'delay_seconds': 3.61}, 5: {'wet_level': 0.23}, 4: {'depth': 0.41}, 0: {'rate_hz': 18.24}}",0.3759600913163043,0.6666666666666666
77.mp3,"{5: {'wet_level': 0.41}, 2: {'drive_db': 6.19}, 0: {'rate_hz': 1.07}, 1: {'delay_seconds': 3.17}, 3: {'gain_db': -3.88}}",{4: {'depth': 0.46}},0.0,0.0
78.mp3,"{2: {'drive_db': 3.65}, 1: {'delay_seconds': 1.98}, 4: {'depth': 0.58}, 0: {'rate_hz': 14.05}, 3: {'gain_db': -5.35}}","{5: {'wet_level': 0.4}, 0: {'rate_hz': 8.61}}",0.11662835249042143,0.2
79.mp3,"{0: {'rate_hz': 1.93}, 3: {'gain_db': -1.64}}","{5: {'wet_level': 0.53}, 2: {'drive_db': 11.08}, 0: {'rate_hz': 18.76}, 4: {'depth': 0.31}, 1: {'delay_seconds': 1.56}}",0.013724405091311544,0.2
80.mp3,"{1: {'delay_seconds': 2.94}, 5: {'wet_level': 0.2}}","{3: {'gain_db': -5.54}, 2: {'drive_db': 11.71}}",0.0,0.0
81.mp3,{2: {'drive_db': 6.91}},"{3: {'gain_db': 0.58}, 5: {'wet_level': 0.52}}",0.0,0.0
82.mp3,"{5: {'wet_level': 0.41}, 3: {'gain_db': -8.45}, 1: {'delay_seconds': 1.74}}",{5: {'wet_level': 0.34}},0.22222222222222227,0.3333333333333333
83.mp3,"{3: {'gain_db': -6.06}, 2: {'drive_db': 8.09}, 1: {'delay_seconds': 2.72}, 0: {'rate_hz': 3.08}, 4: {'depth': 0.53}}","{2: {'drive_db': 2.65}, 0: {'rate_hz': 10.94}, 5: {'wet_level': 0.36}, 4: {'depth': 0.28}, 1: {'delay_seconds': 1.25}, 3: {'gain_db': -1.94}}",0.40330856410547555,0.8333333333333333
84.mp3,"{3: {'gain_db': -6.19}, 4: {'depth': 0.22}, 1: {'delay_seconds': 1.16}, 5: {'wet_level': 0.24}}","{2: {'drive_db': 14.2}, 3: {'gain_db': 8.88}}",0.017294626312538613,0.25
85.mp3,"{4: {'depth': 0.2}, 5: {'wet_level': 0.48}}","{1: {'delay_seconds': 1.53}, 4: {'depth': 0.59}, 2: {'drive_db': 9.83}, 0: {'rate_hz': 5.61}}",0.0062500000000000056,0.25
86.mp3,"{5: {'wet_level': 0.27}, 2: {'drive_db': 10.04}, 3: {'gain_db': -8.31}, 1: {'delay_seconds': 4.6}}",{3: {'gain_db': -5.44}},0.2108137629710541,0.25
87.mp3,"{2: {'drive_db': 18.52}, 1: {'delay_seconds': 3.27}, 5: {'wet_level': 0.3}}","{2: {'drive_db': 3.68}, 3: {'gain_db': 5.6}}",0.05098934550989346,0.3333333333333333
88.mp3,"{3: {'gain_db': -6.55}, 0: {'rate_hz': 4.34}}","{2: {'drive_db': 11.32}, 3: {'gain_db': 3.04}, 5: {'wet_level': 0.34}, 1: {'delay_seconds': 4.51}, 0: {'rate_hz': 19.86}}",0.08589675622074831,0.4
89.mp3,{1: {'delay_seconds': 3.02}},{5: {'wet_level': 0.56}},0.0,0.0
90.mp3,"{5: {'wet_level': 0.47}, 1: {'delay_seconds': 4.75}, 0: {'rate_hz': 18.46}, 2: {'drive_db': 11.13}}","{0: {'rate_hz': 18.01}, 2: {'drive_db': 7.26}, 3: {'gain_db': -1.01}, 1: {'delay_seconds': 4.47}, 4: {'depth': 0.24}, 5: {'wet_level': 0.41}}",0.5492173919270936,0.6666666666666666
91.mp3,"{5: {'wet_level': 0.3}, 1: {'delay_seconds': 3.38}, 2: {'drive_db': 2.18}}","{4: {'depth': 0.56}, 2: {'drive_db': 2.05}, 3: {'gain_db': 5.92}, 0: {'rate_hz': 18.87}, 1: {'delay_seconds': 4.82}}",0.2775325618462873,0.4
92.mp3,"{3: {'gain_db': 5.54}, 0: {'rate_hz': 15.65}, 2: {'drive_db': 4.73}, 5: {'wet_level': 0.25}, 1: {'delay_seconds': 4.91}}","{4: {'depth': 0.59}, 5: {'wet_level': 0.43}}",0.09714285714285714,0.2
93.mp3,"{4: {'depth': 0.56}, 3: {'gain_db': -6.16}, 0: {'rate_hz': 11.42}, 1: {'delay_seconds': 1.29}, 5: {'wet_level': 0.39}}","{2: {'drive_db': 19.44}, 3: {'gain_db': -9.51}, 1: {'delay_seconds': 3.04}, 0: {'rate_hz': 18.22}, 4: {'depth': 0.21}, 5: {'wet_level': 0.45}}",0.4017453713054314,0.8333333333333333
94.mp3,"{3: {'gain_db': -8.19}, 1: {'delay_seconds': 2.49}, 5: {'wet_level': 0.28}, 2: {'drive_db': 18.37}}","{3: {'gain_db': 1.04}, 0: {'rate_hz': 10.58}, 2: {'drive_db': 16.34}, 4: {'depth': 0.26}}",0.34392754406170645,0.5
95.mp3,"{4: {'depth': 0.57}, 1: {'delay_seconds': 4.26}, 2: {'drive_db': 14.2}, 0: {'rate_hz': 9.29}, 3: {'gain_db': 6.74}}","{4: {'depth': 0.41}, 3: {'gain_db': 1.8}, 2: {'drive_db': 4.29}, 5: {'wet_level': 0.26}, 0: {'rate_hz': 3.37}, 1: {'delay_seconds': 4.7}}",0.47233077973052867,0.8333333333333333
96.mp3,"{1: {'delay_seconds': 1.56}, 0: {'rate_hz': 10.75}, 5: {'wet_level': 0.49}, 4: {'depth': 0.47}, 2: {'drive_db': 18.77}, 3: {'gain_db': -9.91}}","{4: {'depth': 0.53}, 3: {'gain_db': 7.13}}",0.15365440779805417,0.3333333333333333
97.mp3,"{5: {'wet_level': 0.22}, 2: {'drive_db': 4.59}, 0: {'rate_hz': 10.11}, 3: {'gain_db': -1.3}, 1: {'delay_seconds': 3.92}}","{4: {'depth': 0.4}, 1: {'delay_seconds': 1.31}, 5: {'wet_level': 0.2}, 0: {'rate_hz': 18.96}}",0.231737905715575,0.6000000000000001
98.mp3,"{5: {'wet_level': 0.42}, 2: {'drive_db': 15.32}, 4: {'depth': 0.24}, 0: {'rate_hz': 14.31}, 1: {'delay_seconds': 4.38}, 3: {'gain_db': -2.05}}","{5: {'wet_level': 0.52}, 2: {'drive_db': 3.19}, 3: {'gain_db': -6.79}}",0.21750441841629622,0.5
99.mp3,"{2: {'drive_db': 9.59}, 0: {'rate_hz': 7.59}, 5: {'wet_level': 0.47}, 3: {'gain_db': -4.25}, 1: {'delay_seconds': 1.19}, 4: {'depth': 0.56}}","{0: {'rate_hz': 6.62}, 4: {'depth': 0.28}, 2: {'drive_db': 7.69}, 5: {'wet_level': 0.35}, 3: {'gain_db': 8.79}}",0.4336684126270913,0.8333333333333333
