audio_name,applied_effects,GA_effects,similarity_indv,similarity_indv_effects_only
28.mp3,"{0: {'rate_hz': 24.68}, 4: {'depth': 0.63}, 5: {'wet_level': 0.6}, 1: {'delay_seconds': 1.67}, 3: {'gain_db': 27.87}}","{4: {'depth': 0.48}, 5: {'wet_level': 0.77}, 2: {'drive_db': 2.46}, 3: {'gain_db': -0.39}, 0: {'rate_hz': 77.35}}",0.4832751646141993,0.8
29.mp3,{0: {'rate_hz': 41.12}},"{0: {'rate_hz': 85.56}, 5: {'wet_level': 0.22}, 2: {'drive_db': 0.01}, 1: {'delay_seconds': 2.78}}",0.06131114130434781,0.25
30.mp3,"{0: {'rate_hz': 25.14}, 3: {'gain_db': -32.62}, 4: {'depth': 0.54}, 2: {'drive_db': 7.42}, 1: {'delay_seconds': 6.4}}","{5: {'wet_level': 0.58}, 3: {'gain_db': -46.61}, 4: {'depth': 0.91}, 1: {'delay_seconds': 8.11}, 0: {'rate_hz': 12.9}, 2: {'drive_db': 23.85}}",0.5548217896520451,0.8333333333333333
31.mp3,{3: {'gain_db': -7.52}},"{1: {'delay_seconds': 5.43}, 2: {'drive_db': 18.3}, 4: {'depth': 0.13}, 3: {'gain_db': -11.77}}",0.23152816411682892,0.25
32.mp3,"{4: {'depth': 0.0}, 2: {'drive_db': 11.52}, 5: {'wet_level': 0.47}, 3: {'gain_db': -29.66}}","{2: {'drive_db': 15.41}, 3: {'gain_db': -43.79}, 1: {'delay_seconds': 9.23}, 4: {'depth': 0.09}}",0.6578824159382156,0.75
33.mp3,"{0: {'rate_hz': 69.57}, 4: {'depth': 0.01}, 2: {'drive_db': 29.18}, 5: {'wet_level': 0.2}, 1: {'delay_seconds': 8.61}}","{5: {'wet_level': 0.32}, 0: {'rate_hz': 67.02}, 3: {'gain_db': 30.73}, 2: {'drive_db': 36.85}, 1: {'delay_seconds': 7.53}, 4: {'depth': 0.02}}",0.7358264086302451,0.8333333333333333
34.mp3,{5: {'wet_level': 0.73}},"{5: {'wet_level': 0.73}, 3: {'gain_db': 28.42}, 2: {'drive_db': 23.43}}",0.3333333333333333,0.3333333333333333
35.mp3,"{2: {'drive_db': 12.88}, 5: {'wet_level': 0.92}, 1: {'delay_seconds': 1.74}}","{2: {'drive_db': 47.73}, 1: {'delay_seconds': 2.14}, 4: {'depth': 0.98}}",0.337575622373438,0.6666666666666666
36.mp3,"{3: {'gain_db': -1.35}, 5: {'wet_level': 0.44}, 0: {'rate_hz': 50.42}}","{3: {'gain_db': -45.24}, 0: {'rate_hz': 63.82}, 4: {'depth': 0.93}, 5: {'wet_level': 0.2}}",0.3627346315432217,0.75
37.mp3,"{2: {'drive_db': 32.84}, 3: {'gain_db': 28.68}, 5: {'wet_level': 0.25}}","{5: {'wet_level': 0.28}, 3: {'gain_db': 43.36}, 1: {'delay_seconds': 3.43}, 2: {'drive_db': 48.95}}",0.5707152904161045,0.75
38.mp3,"{0: {'rate_hz': 85.49}, 4: {'depth': 0.03}}","{3: {'gain_db': 32.6}, 2: {'drive_db': 48.6}, 1: {'delay_seconds': 9.59}, 5: {'wet_level': 0.68}, 4: {'depth': 0.04}, 0: {'rate_hz': 57.12}}",0.2763065071817648,0.3333333333333333
39.mp3,"{2: {'drive_db': 2.86}, 5: {'wet_level': 0.4}, 4: {'depth': 0.22}, 0: {'rate_hz': 93.07}}","{1: {'delay_seconds': 1.95}, 3: {'gain_db': 1.84}}",0.0,0.0
40.mp3,"{3: {'gain_db': 40.08}, 0: {'rate_hz': 11.07}}","{4: {'depth': 0.31}, 5: {'wet_level': 0.73}, 2: {'drive_db': 44.96}, 0: {'rate_hz': 21.41}}",0.2209321938603396,0.25
41.mp3,{3: {'gain_db': -0.06}},"{5: {'wet_level': 0.22}, 1: {'delay_seconds': 3.69}, 4: {'depth': 0.42}, 2: {'drive_db': 43.78}, 0: {'rate_hz': 77.87}, 3: {'gain_db': -4.84}}",0.15075243041683312,0.16666666666666666
42.mp3,"{3: {'gain_db': -2.16}, 1: {'delay_seconds': 1.23}, 0: {'rate_hz': 15.99}, 2: {'drive_db': 14.81}}","{0: {'rate_hz': 35.37}, 2: {'drive_db': 45.05}}",0.22749453465989164,0.5
43.mp3,"{4: {'depth': 0.12}, 3: {'gain_db': -0.64}, 2: {'drive_db': 34.18}, 1: {'delay_seconds': 2.42}, 5: {'wet_level': 0.52}, 0: {'rate_hz': 50.52}}","{5: {'wet_level': 0.62}, 1: {'delay_seconds': 2.81}, 0: {'rate_hz': 52.45}, 3: {'gain_db': -21.38}}",0.5514134610711197,0.6666666666666666
44.mp3,"{1: {'delay_seconds': 9.95}, 3: {'gain_db': -2.11}, 2: {'drive_db': 7.46}, 4: {'depth': 0.49}, 0: {'rate_hz': 66.01}}","{5: {'wet_level': 0.48}, 3: {'gain_db': 37.74}, 4: {'depth': 0.51}, 2: {'drive_db': 46.61}, 0: {'rate_hz': 80.24}, 1: {'delay_seconds': 9.33}}",0.4996434337909574,0.8333333333333333
45.mp3,"{4: {'depth': 0.87}, 3: {'gain_db': -22.9}, 1: {'delay_seconds': 6.53}, 0: {'rate_hz': 17.34}, 5: {'wet_level': 0.67}}","{3: {'gain_db': -45.59}, 2: {'drive_db': 25.6}, 4: {'depth': 0.41}, 0: {'rate_hz': 25.43}}",0.41242905729235885,0.6000000000000001
46.mp3,"{0: {'rate_hz': 98.61}, 3: {'gain_db': -20.73}, 5: {'wet_level': 0.43}, 2: {'drive_db': 47.18}, 1: {'delay_seconds': 4.85}}","{3: {'gain_db': 44.49}, 5: {'wet_level': 0.61}, 2: {'drive_db': 30.03}, 1: {'delay_seconds': 4.46}, 0: {'rate_hz': 60.84}, 4: {'depth': 0.46}}",0.4899764556021753,0.8333333333333333
47.mp3,"{1: {'delay_seconds': 6.91}, 4: {'depth': 0.75}, 3: {'gain_db': 30.97}, 2: {'drive_db': 16.92}, 5: {'wet_level': 0.23}, 0: {'rate_hz': 69.29}}","{3: {'gain_db': 37.59}, 5: {'wet_level': 0.87}, 2: {'drive_db': 45.59}, 1: {'delay_seconds': 5.24}, 0: {'rate_hz': 94.18}}",0.43658200875669195,0.8333333333333333
48.mp3,{3: {'gain_db': 20.98}},"{4: {'depth': 0.82}, 1: {'delay_seconds': 7.29}, 3: {'gain_db': -6.87}}",0.2025453179299333,0.3333333333333333
49.mp3,"{4: {'depth': 0.23}, 0: {'rate_hz': 36.47}, 3: {'gain_db': 25.24}, 2: {'drive_db': 49.95}}","{4: {'depth': 0.2}, 3: {'gain_db': -19.04}, 1: {'delay_seconds': 3.56}, 2: {'drive_db': 13.64}}",0.41139882192513766,0.75
50.mp3,"{3: {'gain_db': -43.92}, 5: {'wet_level': 0.44}, 0: {'rate_hz': 93.71}, 2: {'drive_db': 46.07}, 1: {'delay_seconds': 3.1}}","{1: {'delay_seconds': 3.81}, 0: {'rate_hz': 98.8}, 5: {'wet_level': 0.89}, 2: {'drive_db': 33.03}, 3: {'gain_db': 48.0}}",0.555492138975804,1.0
51.mp3,"{4: {'depth': 0.76}, 1: {'delay_seconds': 1.25}, 5: {'wet_level': 0.09}, 2: {'drive_db': 14.32}, 3: {'gain_db': -28.19}}","{1: {'delay_seconds': 9.98}, 3: {'gain_db': -49.57}, 0: {'rate_hz': 16.89}}",0.1457698426908812,0.4
52.mp3,"{1: {'delay_seconds': 8.69}, 3: {'gain_db': -13.66}}","{4: {'depth': 0.99}, 2: {'drive_db': 32.3}}",0.0,0.0
53.mp3,"{5: {'wet_level': 0.38}, 1: {'delay_seconds': 2.11}, 3: {'gain_db': -42.27}, 4: {'depth': 0.7}}","{1: {'delay_seconds': 8.73}, 3: {'gain_db': -38.2}, 5: {'wet_level': 0.46}, 4: {'depth': 0.87}, 0: {'rate_hz': 39.84}}",0.5489928331146422,0.8
54.mp3,"{3: {'gain_db': 17.45}, 2: {'drive_db': 43.77}, 4: {'depth': 0.93}, 0: {'rate_hz': 2.0}, 5: {'wet_level': 0.97}, 1: {'delay_seconds': 8.71}}","{3: {'gain_db': 34.45}, 1: {'delay_seconds': 1.82}, 2: {'drive_db': 45.29}, 4: {'depth': 0.75}, 0: {'rate_hz': 9.8}, 5: {'wet_level': 0.4}}",0.6769034341744556,0.9999999999999999
55.mp3,"{4: {'depth': 0.45}, 0: {'rate_hz': 45.53}, 1: {'delay_seconds': 5.4}, 2: {'drive_db': 14.91}, 5: {'wet_level': 0.03}, 3: {'gain_db': -22.45}}","{0: {'rate_hz': 19.12}, 1: {'delay_seconds': 7.98}, 5: {'wet_level': 0.22}}",0.3069153142437595,0.5
56.mp3,"{2: {'drive_db': 49.17}, 5: {'wet_level': 0.2}}","{3: {'gain_db': 38.38}, 2: {'drive_db': 42.83}, 0: {'rate_hz': 1.95}, 1: {'delay_seconds': 8.06}, 5: {'wet_level': 0.86}}",0.20921191783607895,0.4
57.mp3,"{2: {'drive_db': 10.86}, 1: {'delay_seconds': 2.73}, 4: {'depth': 0.58}, 5: {'wet_level': 0.71}}","{0: {'rate_hz': 15.22}, 1: {'delay_seconds': 1.64}, 2: {'drive_db': 37.7}, 3: {'gain_db': 12.25}, 4: {'depth': 0.9}}",0.322520230586796,0.6000000000000001
58.mp3,"{5: {'wet_level': 0.24}, 1: {'delay_seconds': 2.47}}","{2: {'drive_db': 39.93}, 1: {'delay_seconds': 6.23}, 3: {'gain_db': 14.61}}",0.16688800354139,0.3333333333333333
59.mp3,"{2: {'drive_db': 8.05}, 1: {'delay_seconds': 3.05}, 4: {'depth': 0.69}, 5: {'wet_level': 0.25}, 3: {'gain_db': 11.38}}","{2: {'drive_db': 1.04}, 1: {'delay_seconds': 9.73}, 0: {'rate_hz': 2.82}, 4: {'depth': 0.71}, 3: {'gain_db': -24.63}}",0.4512173070589409,0.8
60.mp3,{3: {'gain_db': 41.16}},{3: {'gain_db': 37.77}},0.9628126371215446,1.0
61.mp3,{4: {'depth': 0.8}},"{3: {'gain_db': 11.72}, 4: {'depth': 0.67}, 1: {'delay_seconds': 4.4}, 2: {'drive_db': 32.23}, 0: {'rate_hz': 14.74}}",0.1675,0.2
62.mp3,"{5: {'wet_level': 0.34}, 0: {'rate_hz': 23.39}}","{5: {'wet_level': 0.4}, 3: {'gain_db': -40.0}, 0: {'rate_hz': 10.94}, 2: {'drive_db': 49.47}}",0.4366448719013658,0.5
63.mp3,"{3: {'gain_db': -39.87}, 0: {'rate_hz': 74.44}, 1: {'delay_seconds': 8.66}}","{1: {'delay_seconds': 6.65}, 0: {'rate_hz': 29.45}, 4: {'depth': 0.05}, 3: {'gain_db': -19.6}, 2: {'drive_db': 0.0}}",0.3875942007283645,0.6000000000000001
64.mp3,"{2: {'drive_db': 40.03}, 5: {'wet_level': 0.57}}","{5: {'wet_level': 0.87}, 2: {'drive_db': 34.13}, 1: {'delay_seconds': 2.22}, 3: {'gain_db': 21.23}}",0.33157368815493643,0.5
65.mp3,"{3: {'gain_db': 22.51}, 4: {'depth': 0.34}}","{0: {'rate_hz': 96.65}, 4: {'depth': 0.48}}",0.393939393939394,0.5
66.mp3,"{0: {'rate_hz': 47.57}, 2: {'drive_db': 5.59}, 5: {'wet_level': 0.37}, 1: {'delay_seconds': 2.23}, 4: {'depth': 0.06}, 3: {'gain_db': 14.92}}","{5: {'wet_level': 0.53}, 2: {'drive_db': 36.24}, 0: {'rate_hz': 49.15}, 4: {'depth': 0.04}, 1: {'delay_seconds': 1.32}, 3: {'gain_db': 37.06}}",0.7577179367443927,0.9999999999999999
67.mp3,"{5: {'wet_level': 0.15}, 3: {'gain_db': 30.05}, 4: {'depth': 0.81}}","{4: {'depth': 0.52}, 5: {'wet_level': 0.41}}",0.4453643185669329,0.6666666666666666
68.mp3,"{1: {'delay_seconds': 4.47}, 2: {'drive_db': 8.03}, 3: {'gain_db': -44.37}, 4: {'depth': 0.42}, 0: {'rate_hz': 81.55}}","{2: {'drive_db': 40.18}, 0: {'rate_hz': 29.42}, 1: {'delay_seconds': 3.32}, 4: {'depth': 0.86}, 3: {'gain_db': 42.6}}",0.3413148760389503,1.0
69.mp3,"{3: {'gain_db': 0.63}, 0: {'rate_hz': 4.53}, 4: {'depth': 0.66}, 5: {'wet_level': 0.35}, 1: {'delay_seconds': 9.25}, 2: {'drive_db': 46.01}}","{0: {'rate_hz': 31.61}, 5: {'wet_level': 0.64}, 2: {'drive_db': 46.57}}",0.3763375954682843,0.5
70.mp3,{5: {'wet_level': 0.35}},"{3: {'gain_db': 5.43}, 5: {'wet_level': 0.31}, 4: {'depth': 0.03}}",0.3128205128205128,0.3333333333333333
71.mp3,"{4: {'depth': 0.54}, 1: {'delay_seconds': 5.28}}","{3: {'gain_db': -30.36}, 1: {'delay_seconds': 9.14}, 0: {'rate_hz': 36.78}, 4: {'depth': 0.52}}",0.3079755892255892,0.5
72.mp3,"{3: {'gain_db': -10.94}, 0: {'rate_hz': 35.7}}","{4: {'depth': 0.61}, 1: {'delay_seconds': 8.9}, 2: {'drive_db': 41.31}, 3: {'gain_db': -34.64}}",0.15277321956022316,0.25
73.mp3,"{2: {'drive_db': 32.67}, 3: {'gain_db': 30.52}, 0: {'rate_hz': 75.92}, 1: {'delay_seconds': 2.63}, 4: {'depth': 0.27}}","{5: {'wet_level': 0.42}, 2: {'drive_db': 39.18}, 1: {'delay_seconds': 2.66}, 3: {'gain_db': 46.45}, 0: {'rate_hz': 99.07}, 4: {'depth': 0.17}}",0.6928187461486823,0.8333333333333333
74.mp3,"{0: {'rate_hz': 79.82}, 2: {'drive_db': 4.87}, 3: {'gain_db': -17.62}, 1: {'delay_seconds': 7.34}}","{1: {'delay_seconds': 9.17}, 4: {'depth': 0.93}, 3: {'gain_db': -44.55}, 0: {'rate_hz': 82.85}, 2: {'drive_db': 4.21}}",0.6599682830965858,0.8
75.mp3,"{0: {'rate_hz': 54.92}, 5: {'wet_level': 0.89}, 2: {'drive_db': 41.74}, 3: {'gain_db': 48.44}, 4: {'depth': 0.52}}","{5: {'wet_level': 0.71}, 3: {'gain_db': 49.55}, 2: {'drive_db': 37.76}, 1: {'delay_seconds': 4.92}, 4: {'depth': 0.59}}",0.7113018680212887,0.8
76.mp3,{1: {'delay_seconds': 5.2}},"{1: {'delay_seconds': 6.54}, 2: {'drive_db': 22.68}, 0: {'rate_hz': 6.23}, 4: {'depth': 0.93}}",0.18557692307692308,0.25
77.mp3,"{1: {'delay_seconds': 5.48}, 5: {'wet_level': 0.62}, 2: {'drive_db': 14.3}, 0: {'rate_hz': 79.95}, 4: {'depth': 0.1}, 3: {'gain_db': 48.62}}","{1: {'delay_seconds': 8.54}, 2: {'drive_db': 38.31}, 4: {'depth': 0.12}, 0: {'rate_hz': 9.81}, 5: {'wet_level': 0.45}, 3: {'gain_db': 27.68}}",0.5638354302665509,0.9999999999999999
78.mp3,"{0: {'rate_hz': 12.45}, 4: {'depth': 0.54}, 3: {'gain_db': -17.27}}","{0: {'rate_hz': 0.34}, 4: {'depth': 0.84}, 3: {'gain_db': -26.85}, 1: {'delay_seconds': 9.1}, 2: {'drive_db': 27.13}}",0.4327424612322257,0.6000000000000001
79.mp3,{5: {'wet_level': 0.58}},"{0: {'rate_hz': 33.73}, 5: {'wet_level': 0.62}, 3: {'gain_db': 25.08}, 4: {'depth': 0.41}, 2: {'drive_db': 24.27}}",0.18620689655172415,0.2
80.mp3,"{0: {'rate_hz': 68.48}, 5: {'wet_level': 0.95}}","{1: {'delay_seconds': 4.29}, 5: {'wet_level': 0.54}, 2: {'drive_db': 46.67}, 3: {'gain_db': 40.41}, 0: {'rate_hz': 95.0}}",0.23623093949827845,0.4
81.mp3,"{3: {'gain_db': -0.97}, 4: {'depth': 0.85}, 0: {'rate_hz': 0.43}, 1: {'delay_seconds': 7.2}}","{4: {'depth': 0.42}, 3: {'gain_db': -30.1}, 0: {'rate_hz': 22.45}, 2: {'drive_db': 5.36}, 1: {'delay_seconds': 6.49}}",0.5205685864728031,0.8
82.mp3,{5: {'wet_level': 0.41}},"{3: {'gain_db': 6.77}, 5: {'wet_level': 0.76}, 2: {'drive_db': 16.73}, 1: {'delay_seconds': 2.01}}",0.1016949152542373,0.25
83.mp3,"{5: {'wet_level': 0.07}, 4: {'depth': 0.55}, 0: {'rate_hz': 71.95}, 1: {'delay_seconds': 2.18}}","{4: {'depth': 0.35}, 0: {'rate_hz': 4.01}, 3: {'gain_db': -47.31}, 1: {'delay_seconds': 2.38}, 5: {'wet_level': 0.09}}",0.5290031920937351,0.8
84.mp3,{4: {'depth': 0.22}},{2: {'drive_db': 37.32}},0.0,0.0
85.mp3,{2: {'drive_db': 6.87}},"{5: {'wet_level': 0.09}, 3: {'gain_db': 2.16}, 1: {'delay_seconds': 2.96}, 2: {'drive_db': 45.64}}",0.025272432181776022,0.25
86.mp3,"{0: {'rate_hz': 0.17}, 2: {'drive_db': 24.03}, 1: {'delay_seconds': 0.6}, 3: {'gain_db': 39.07}, 5: {'wet_level': 0.55}}","{5: {'wet_level': 0.61}, 0: {'rate_hz': 2.8}, 3: {'gain_db': 47.97}, 2: {'drive_db': 43.64}, 1: {'delay_seconds': 1.01}, 4: {'depth': 0.91}}",0.6609873054254782,0.8333333333333333
87.mp3,"{1: {'delay_seconds': 6.63}, 5: {'wet_level': 0.92}, 4: {'depth': 0.44}, 2: {'drive_db': 47.93}, 0: {'rate_hz': 19.41}, 3: {'gain_db': 3.73}}","{0: {'rate_hz': 19.6}, 3: {'gain_db': 48.18}, 2: {'drive_db': 44.38}, 5: {'wet_level': 0.18}, 4: {'depth': 0.12}, 1: {'delay_seconds': 8.21}}",0.5803673938699424,0.9999999999999999
88.mp3,"{0: {'rate_hz': 2.74}, 2: {'drive_db': 49.33}}","{5: {'wet_level': 0.54}, 3: {'gain_db': 42.28}, 1: {'delay_seconds': 4.54}, 2: {'drive_db': 33.28}}",0.16866004459760797,0.25
89.mp3,"{4: {'depth': 0.34}, 0: {'rate_hz': 52.11}, 5: {'wet_level': 0.85}}","{3: {'gain_db': -40.04}, 1: {'delay_seconds': 8.11}, 5: {'wet_level': 0.88}, 4: {'depth': 0.23}, 2: {'drive_db': 12.31}, 0: {'rate_hz': 23.01}}",0.3732675223226884,0.5
90.mp3,"{2: {'drive_db': 42.66}, 4: {'depth': 0.44}, 5: {'wet_level': 0.41}, 1: {'delay_seconds': 7.7}, 3: {'gain_db': 48.49}}","{2: {'drive_db': 37.9}, 1: {'delay_seconds': 3.85}, 4: {'depth': 0.05}, 3: {'gain_db': 49.75}, 0: {'rate_hz': 0.48}, 5: {'wet_level': 0.95}}",0.46065734665771113,0.8333333333333333
91.mp3,"{1: {'delay_seconds': 1.41}, 4: {'depth': 0.09}}","{1: {'delay_seconds': 4.46}, 4: {'depth': 0.11}, 3: {'gain_db': 29.15}}",0.5409859833608378,0.6666666666666666
92.mp3,"{1: {'delay_seconds': 8.13}, 2: {'drive_db': 37.48}, 4: {'depth': 0.13}}","{4: {'depth': 0.95}, 2: {'drive_db': 38.44}, 3: {'gain_db': 25.43}, 1: {'delay_seconds': 3.32}, 0: {'rate_hz': 12.8}}",0.2880443374779311,0.6000000000000001
93.mp3,"{4: {'depth': 0.87}, 2: {'drive_db': 3.73}, 0: {'rate_hz': 29.49}, 5: {'wet_level': 0.47}}","{3: {'gain_db': -46.13}, 0: {'rate_hz': 93.43}}",0.023294568146362188,0.25
